"Productos por proveedor"
"Proveedor","descripcion","cantidad","Precio coste","Total coste","pvp","total pvp",
"Ecolecera Agricultura Ecologica","Espagueti integral- Ecolecera- 500 gr","20,00","1,25","25,00","2,00","40,00",
"Ecolecera Agricultura Ecologica","Espirales integrales- Ecolecera-500 gr","21,00","1,25","26,25","2,00","42,00",
"Ecolecera Agricultura Ecologica","Fideos-Ecolecera- 500 gr","14,00","1,10","15,40","1,75","24,50",
"Ecolecera Agricultura Ecologica","Macarrones blancos- Ecolecera- 500 gr","5,00","1,10","5,50","1,75","8,75",
"Ecolecera Agricultura Ecologica","Macarrones integrales- Ecolecera- 500 gr","18,00","1,25","22,50","2,00","36,00",
,,,,"Total:130,25",,"Total:214,65",
"ECORAZON DE LA MANCHA [Evaristo y Amancia]","Garbanzo Pedrosillano- Ecorazon de la Mancha- 1 kilo","42,16","2,35","99,06","4,25","170,51",
"ECORAZON DE LA MANCHA [Evaristo y Amancia]","Lenteja Castellana - Ecorazon Mancha - 1 kilo","2,00","2,35","4,70","4,50","9,00",
"ECORAZON DE LA MANCHA [Evaristo y Amancia]","Lentejas Pardinas - Evaristo Manuel - 1 kilo","32,29","2,70","87,18","5,10","161,76",
,,,,"Total:190,95",,"Total:341,27",
"EDEMUR","Acelga Roja - Pidebio -Precio Kg","81,50","1,65","134,48","2,25","183,37",
"EDEMUR","Achicoria Edemur 500gr","22,03","1,25","27,54","1,95","41,99",
"EDEMUR","Ajetes - Edemur - Manojo 8uds","4,00","1,50","6,00","2,35","9,40",
"EDEMUR","Apio verde - Edemur - manojo 700 gr. aprox","2,28","1,43","3,26","2,55","5,81",
"EDEMUR","Col Crespa o khale verde-Edemur-manojo 400 gr. aprox.","49,51","1,63","80,69","2,70","129,95",
"EDEMUR","Col Romanescu -Edemur- precio kilo","2,09","2,35","4,91","3,85","8,04",
"EDEMUR","Hinojo Bulbo - EDEMUR -pieza, precio kg","6,88","1,94","13,34","3,10","21,31",
"EDEMUR","Hinojo Bulbo Manojo - EDEMUR -precio manojo","15,63","0,94","14,69","1,60","24,05",
"EDEMUR","Hinojo de bulbo -Edemur- pieza","28,00","1,19","33,32","2,00","56,00",
"EDEMUR","Hojas de laurel Edemur","9,00","1,38","12,42","0,50","4,50",
"EDEMUR","Laurel- Edemur- 300 gr aprox","1,00","1,38","1,38","0,52","0,52",
"EDEMUR","Lechuga Baby - Edemur - pieza","64,00","0,66","42,24","1,10","70,23",
"EDEMUR","Lechuga Hoja de Roble Roja- Edemur- pieza","84,03","0,88","73,94","1,40","117,63",
"EDEMUR","Lechuga Hoja de Roble Verde -Edemur- pieza","119,00","0,88","104,72","1,40","165,97",
"EDEMUR","Pack Choi - EDEMUR - precio pieza 500 gr. aprox.","24,50","1,13","27,69","1,80","43,11",
"EDEMUR","Perejil fresco-Edemur -manojo (200-400 gr.)","35,83","0,88","31,53","1,40","50,15",
"EDEMUR","Rabanito redondo - Edemur - manojo","37,00","1,25","46,25","1,95","72,15",
,,,,"Total:658,39",,"Total:1 004,18",
"EducarteSano","Bizcocho vegano de zanahoria/naranja -Garbancita- 800 gr aprox","13,40","7,69","103,08","8,00","104,80",
"EducarteSano","Pan de Centeno - La Garbancita Ecologica- 1 kg","26,00","3,50","91,00","5,32","138,32",
"EducarteSano","Pan de Espelta SIN SAL- La Garbancita Ecologica-1 kg","5,00","3,90","19,50","5,73","28,65",
"EducarteSano","Pan de Espelta- La Garbancita Ecologica-1 kg","40,00","3,90","156,00","5,73","221,65",
"EducarteSano","Pan de Trigo Integral - La Garbancita Ecologica- 1 kg","26,00","2,90","75,40","4,48","100,80",
"EducarteSano","Pan de trigo sarraceno y maiz sin gluten La Garbancita-1 kg","14,00","3,90","54,60","5,73","60,17",
"EducarteSano","Pan Desayuno y Merienda- La Garbancita Ecologica- 1 kg","20,00","3,90","78,00","5,73","110,31",
"EducarteSano","Pan para Principiantes (trigo)- La Garbancita Ecologica- 1kg","21,25","2,90","61,63","4,48","80,05",
,,,,"Total:639,20",,"Total:844,75",
"El Buen Pastor","Brick leche UHT Entera - El Buen Pastor - 1L","437,00","1,20","524,40","2,00","824,74",
"El Buen Pastor","Brick leche UHT Semidesnatada - El Buen Pastor - 1L","148,00","1,20","177,60","2,00","295,64",
,,,,"Total:702,00",,"Total:1 120,38",
"El Cantero de Letur","Arroz con leche - El Cantero de Letur - 100gr","35,00","0,77","26,78","1,20","41,88",
"El Cantero de Letur","Batido de canela y limon - 250 mL - El Cantero de Letur","11,00","0,96","10,55","1,50","16,50",
"El Cantero de Letur","Batido de Vainilla - 250 mL - El Cantero de Letur","8,00","0,96","7,67","1,50","11,70",
"El Cantero de Letur","Ecobifidus de cabra - El Cantero de Letur - 2 x 125 gr","9,00","1,36","12,21","2,15","18,93",
"El Cantero de Letur","Flan de Huevo - El Cantero de Letur - 100gr","59,00","0,90","52,98","1,40","82,60",
"El Cantero de Letur","Kefir de Cabra desnatado - El Cantero de Letur - 420 gr","18,00","2,00","35,98","3,10","55,80",
"El Cantero de Letur","Kefir de vaca desnatado -420gr- Cantero Letur","4,00","1,89","7,55","2,95","11,80",
"El Cantero de Letur","Kefir de Vaca sin lactosa - El Cantero de Letur - 2 x125 gr","15,00","1,31","19,59","2,10","31,50",
"El Cantero de Letur","Leche de Cabra Entera 1l - El Cantero Letur","12,00","2,73","32,76","4,05","48,60",
"El Cantero de Letur","Leche de Cabra pasteurizada semidesnatada - El Cantero de Letur - 1 L","10,00","2,73","27,34","4,05","40,50",
"El Cantero de Letur","Leche de vaca pasteurizada semidesnatada - El Cantero de Letur - 1 L","3,00","2,24","6,73","3,30","9,90",
"El Cantero de Letur","Natillas de huevo - El Cantero de Letur - 100gr","14,00","0,92","12,85","1,45","19,72",
"El Cantero de Letur","Natillas de soja de chocolate - 2 x 125 gr - El Cantero de Letur","1,00","1,40","1,40","2,25","2,25",
"El Cantero de Letur","Natillas de soja vainilla 2 x 125 gr - El Cantero de Letur","2,00","1,40","2,80","2,25","4,50",
"El Cantero de Letur","Queso BioBurgos de Cabra - El Cantero de Letur - 2x100 gr","28,00","2,23","62,55","3,30","92,40",
"El Cantero de Letur","Yogur de oveja - El Cantero de Letur - 420 gr","7,00","2,11","14,78","3,30","23,10",
"El Cantero de Letur","Yogur de Oveja desnatado - El Cantero de Letur- 420 gr","13,00","2,11","27,44","3,30","42,90",
"El Cantero de Letur","Yogur de vaca desnatado sin lactosa - El Cantero de Letur - 2 x 125 gr","14,00","1,23","17,28","1,95","27,30",
"El Cantero de Letur","Yogur de vaca sin lactosa - El Cantero de Letur - 2 x125 gr","8,00","1,20","9,63","1,90","15,20",
"El Cantero de Letur","Yogur griego de Cabra - El Cantero de Letur - 2 x 125 gr","2,00","1,34","2,68","2,15","4,30",
"El Cantero de Letur","Yogur griego de Cabra - El Cantero de Letur - 420 gr","17,00","2,02","34,34","3,20","54,08",
"El Cantero de Letur","Yogur griego de vaca - El Cantero de Letur - 2 x 125 gr","4,00","1,21","4,86","1,90","7,60",
,,,,"Total:430,75",,"Total:663,06",
"El Horno de Lena - H.L.T.S.A.","Aceite de Coco especial cocina- Horno de lena - 300gr","4,00","3,75","15,00","6,75","27,00",
"El Horno de Lena - H.L.T.S.A.","Bebida Choco/Avena calcio-El Horno de Lena-1 Litro","5,00","1,95","9,75","3,10","15,50",
"El Horno de Lena - H.L.T.S.A.","Bebida Choco/Avena Calcio-NaturGreen- Horno de lena 200ml","1,00","0,73","0,73","1,10","1,10",
"El Horno de Lena - H.L.T.S.A.","Bebida de Almendra Ecologica - Monsoy - 1 litro","86,00","1,90","163,40","2,75","236,50",
"El Horno de Lena - H.L.T.S.A.","Bebida de Arroz Ecologica - Monsoy - 1 litro","20,00","1,70","34,00","2,45","47,78",
"El Horno de Lena - H.L.T.S.A.","Bebida de Avellana y Arroz-Monsoy-1 litro","37,00","1,94","71,78","2,80","103,60",
"El Horno de Lena - H.L.T.S.A.","Bebida de Avena Calcio Ecologica - Monsoy - 1 litro","63,00","1,70","107,10","2,45","153,13",
"El Horno de Lena - H.L.T.S.A.","Bebida de Avena Ecologica -Monsoy- 1 litro","46,00","1,65","75,90","2,45","109,04",
"El Horno de Lena - H.L.T.S.A.","Ecogalletas de Espelta y Jengibre-Horno de Lena- 200gr","14,00","1,95","27,30","2,80","39,20",
"El Horno de Lena - H.L.T.S.A.","Ecomagdalenas de Espelta - El Horno de Lena- 220gr","18,00","2,20","39,60","3,15","55,91",
"El Horno de Lena - H.L.T.S.A.","Galletas Maria de espelta -El Horno de Lena -350 gr","6,00","3,50","21,00","5,60","33,60",
"El Horno de Lena - H.L.T.S.A.","Galletas Maria de espelta con chocolate-El Horno de Lena -300 gr","13,00","3,50","45,50","5,60","72,80",
"El Horno de Lena - H.L.T.S.A.","Maria de Espelta Choco con sirope de agave -El Horno de Lena- 300gr","11,00","3,60","39,60","5,10","56,10",
"El Horno de Lena - H.L.T.S.A.","Naturalgreen tahin - Horno de lena - 300gr","6,00","3,85","23,10","5,45","31,44",
"El Horno de Lena - H.L.T.S.A.","Pipas de Calabaza saco 3 kilos","1,00","30,50","30,50","33,55","33,55",
"El Horno de Lena - H.L.T.S.A.","Polvorones -El Horno de Lena -300 gr","4,00","2,89","11,56","4,65","18,60",
"El Horno de Lena - H.L.T.S.A.","Polvorones de espelta -El Horno de Lena- 300 gr","1,00","4,75","4,75","5,35","5,35",
"El Horno de Lena - H.L.T.S.A.","Semillas de Calabaza -El Horno de Lena -250 gr","11,00","3,65","40,15","5,20","54,60",
"El Horno de Lena - H.L.T.S.A.","Semillas de lino dorado - El Horno de Lena - 500gr","5,00","1,95","9,75","2,95","14,75",
"El Horno de Lena - H.L.T.S.A.","Sidra  Espumosa de manzana sin alcohol - Horno de lena - 750ml","9,00","2,20","19,80","3,15","28,35",
,,,,"Total:790,27",,"Total:1 137,90",
"Esencia Rural","Ajo morado- Esencia Rural -500 gr","160,44","1,75","280,78","2,70","431,52",
,,,,"Total:280,78",,"Total:431,52",
"Espanica","Aceite Oliva Virgen Extra ""Cooperativa de Marinaleda"" 2l","6,00","12,35","74,10","19,65","117,90",
"Espanica","Azucar de cana de Cuba - Espanica -paquete 1 kg","24,00","3,42","82,08","4,90","115,59",
"Espanica","Cafe mezcla -Espanica-  250 gr","3,00","2,52","7,56","3,75","11,25",
"Espanica","Cafe natural -Espanica- 250 gramos","63,00","2,52","158,76","3,75","228,17",
"Espanica","Cafe Natural Ecologico -Espanica - 250 gr","36,00","2,87","103,32","4,35","154,42",
"Espanica","Cafe Natural en grano -Espanica- 1 kilo","1,25","9,44","11,80","15,00","18,75",
"Espanica","Panela Ecologica-Cesta Sostenible- Espanica-1 kilo","36,00","3,25","117,00","5,00","180,00",
,,,,"Total:554,62",,"Total:826,08",
"Fidel Ortega Sanchez- Ecoaranzueque","Alubia canela - Fidel de Aranzueque - kilo","5,40","4,00","21,60","6,40","32,32",
"Fidel Ortega Sanchez- Ecoaranzueque","Patata blanca pequena-Fidel de Aranzueque- 1 kilo","0,94","0,34","0,32","0,80","0,75",
,,,,"Total:21,92",,"Total:33,07",
"Finca Dos Castanos -Eva Bernaldez Hernandez","Cereza seca-Finca dos castanos-150 gr","2,00","1,35","2,70","2,15","4,30",
"Finca Dos Castanos -Eva Bernaldez Hernandez","Higo Seco- Finca Dos Castanos- 500 gr","16,00","2,70","43,20","4,30","62,32",
"Finca Dos Castanos -Eva Bernaldez Hernandez","Kiwi -Finca Dos Castanos -Kilo","61,17","2,30","140,68","3,75","227,55",
"Finca Dos Castanos -Eva Bernaldez Hernandez","Mermelada de Cerezas 250gr - Finca Dos Castanos","3,00","2,25","6,75","3,80","11,40",
"Finca Dos Castanos -Eva Bernaldez Hernandez","Mermelada de Cerezas 370gr - Finca Dos Castanos","2,00","3,00","6,00","4,70","9,40",
,,,,"Total:199,33",,"Total:314,97",
"FruitalpuntBio","Brocoli /Broqui- FruitalpuntBio - kilo","45,06","2,00","90,12","3,25","144,94",
"FruitalpuntBio","Col KALE - Fruitalpuntbio - manojo 400gr. aprox","11,25","1,00","11,25","1,80","20,07",
"FruitalpuntBio","Kiwi - FruitalpuntBio - kilo","57,59","2,50","143,96","3,90","222,91",
"FruitalpuntBio","Manzana Fuji - FruitalpuntBio - 1 kilo","490,00","1,70","833,00","2,80","1 364,12",
"FruitalpuntBio","Manzana Golden Supreme - FruitalpuntBio- 1 kilo","294,71","1,60","471,54","2,60","753,92",
"FruitalpuntBio","Membrillo- FruitalpuntBio-1 kilo","3,86","1,00","3,86","1,75","6,74",
"FruitalpuntBio","Pera conferencia - Fruitalpuntbio - kilo","198,07","1,60","316,91","2,65","517,26",
"FruitalpuntBio","Pera Flor de invierno- FruitalpuntBio-precio kilo","89,29","1,50","133,94","2,50","218,67",
"FruitalpuntBio","Zumo de Manzana - Fruitalpuntbio - 750 ml","16,00","1,55","24,80","2,40","37,20",
"FruitalpuntBio","Zumo de manzana, remolacha y zanahoria Fruitalpuntbio-750 ml","3,00","1,55","4,65","2,40","7,20",
"FruitalpuntBio","Zumo de pera Fruitalpuntbio-750 ml","7,00","1,55","10,85","2,40","9,60",
,,,,"Total:2 044,86",,"Total:3 302,63",
"Gemma Magri Sans (FruitalpuntBio)","Escarola- Fruitalpunbio- pieza","1,00","1,30","1,30","2,25","2,25",
,,,,"Total:1,30",,"Total:2,25",
"GUMIEL Y MENDIA - GUMENDI","Aceituna cocktail- Gumendi- 200 gr","3,00","2,15","6,45","3,50","10,50",
"GUMIEL Y MENDIA - GUMENDI","Aceituna Manzanilla Especias -Gumendi- bote 350 gr","1,00","1,27","1,27","2,10","2,10",
"GUMIEL Y MENDIA - GUMENDI","Aceitunas rellenas de anchoa- Gumendi- 350 gr","8,00","2,03","16,24","3,30","21,32",
"GUMIEL Y MENDIA - GUMENDI","Alubia roja - Gumendi - 660 gr","2,00","1,97","3,94","3,20","6,40",
"GUMIEL Y MENDIA - GUMENDI","Champinon laminado -Gumendi- bote 218 gr","8,50","2,95","25,08","4,70","39,95",
"GUMIEL Y MENDIA - GUMENDI","Compota de Manzana -Gumendi - bote 720 gr","1,00","1,65","1,65","2,70","2,70",
"GUMIEL Y MENDIA - GUMENDI","Conserva de Acelga al natural - Ekolo-  660 gr","0,51","1,50","0,77","2,10","1,07",
"GUMIEL Y MENDIA - GUMENDI","Conserva de garbanzos con verduras-Gumendi-450g","4,00","1,84","7,36","3,00","12,00",
"GUMIEL Y MENDIA - GUMENDI","Conserva de Guisantes- Gumendi- 245 gr","8,00","1,71","13,68","2,80","22,40",
"GUMIEL Y MENDIA - GUMENDI","Conserva de Judia Verde redonda Gumendi 660 gr","2,00","2,02","4,04","3,22","6,44",
"GUMIEL Y MENDIA - GUMENDI","Conserva de Judias al natural  - Gumendi- 660 gr","4,00","1,98","7,92","3,25","13,00",
"GUMIEL Y MENDIA - GUMENDI","Conserva Tomate Frito a la Navarra- Gumendi- 340 gr","1,00","2,05","2,05","3,10","3,10",
"GUMIEL Y MENDIA - GUMENDI","Conserva zanahoria rallada - Gumendi- 345 gr","1,00","1,18","1,18","1,95","1,95",
"GUMIEL Y MENDIA - GUMENDI","Habas - Gumendi - Kilo","0,38","2,53","0,95","3,90","1,46",
"GUMIEL Y MENDIA - GUMENDI","Macedonia de Verduras -Gumendi -660 gramos","3,00","1,84","5,52","3,01","9,03",
"GUMIEL Y MENDIA - GUMENDI","Pimiento morron extra tiras - Gumendi- bote 215 gr","6,00","2,13","12,78","3,47","20,82",
"GUMIEL Y MENDIA - GUMENDI","Pimiento piquillo rojo tiras - Gumendi- bote 185 gr","4,00","2,32","9,28","3,70","14,80",
"GUMIEL Y MENDIA - GUMENDI","Polvorones blancos-Pasteco- 300 gr","3,00","2,91","8,73","4,70","14,10",
"GUMIEL Y MENDIA - GUMENDI","Polvorones de Chocolate -Pasteco- 300 gr (12 unidades)","3,00","3,82","11,46","6,15","18,45",
"GUMIEL Y MENDIA - GUMENDI","Sal de salinas de oro-Gumendi-400g","3,00","1,35","4,05","2,25","6,75",
"GUMIEL Y MENDIA - GUMENDI","Salsa de tomate frito- Gumendi- 315 gr","9,00","1,20","10,80","2,25","20,25",
"GUMIEL Y MENDIA - GUMENDI","Tomate entero pelado- Gumendi- 660g","8,00","1,65","13,20","2,70","21,60",
"GUMIEL Y MENDIA - GUMENDI","Tomate triturado- Gumendi-660gr","12,83","1,64","21,04","2,70","34,08",
,,,,"Total:189,43",,"Total:304,27",
"Herbes del Moli","After Mint- 15 Piramides de 2g- Herbes del Moli","1,00","2,65","2,65","4,20","4,20",
"Herbes del Moli","Albahaca- hojas - Herbes del Moli- 20 gr","1,00","0,93","0,93","1,50","1,50",
"Herbes del Moli","Alcaravea- Herbes del moli- bolsa semillas (90gr)","1,00","2,00","2,00","3,46","3,46",
"Herbes del Moli","Anis estrellado- semillas - Herbes del Moli- 60 gr","1,00","2,23","2,23","3,55","3,55",
"Herbes del Moli","Anis verde- semillas - Herbes del Moli- 70 gr","2,00","1,82","3,64","2,90","5,80",
"Herbes del Moli","Boldo Hojas - bolsa  - Herbes del Moli - 35gr","2,00","1,51","3,02","2,00","4,00",
"Herbes del Moli","Bolsa Raiz de jengibre- Herbes del Moli-  70 gr","4,00","2,06","8,24","3,54","14,16",
"Herbes del Moli","Bote de jengibre molido, Herbes del Moli, bote 25gr","1,00","1,50","1,50","2,47","2,47",
"Herbes del Moli","Canela en rama- Herbes del moli -bote 15 gr","5,00","1,77","8,85","2,85","14,25",
"Herbes del Moli","Canela molida- Herbes del moli- bote- 25gr","3,00","1,60","4,80","2,55","7,01",
"Herbes del Moli","Cardo mariano- semillas - Herbes del Moli- 100 gr","1,00","2,16","2,16","3,45","3,45",
"Herbes del Moli","Cayena Molida- Herbes del Moli- bote 30gr","1,00","1,97","1,97","2,95","2,95",
"Herbes del Moli","Cilantro- semillas - Herbes del Moli-  60 gr","1,00","1,20","1,20","2,00","2,00",
"Herbes del Moli","Cominos- semillas - Herbes del Moli- 100 gr","3,00","2,63","7,89","4,00","12,00",
"Herbes del Moli","Curcuma- Herbes del moli- bote 30gr","5,00","1,47","7,35","2,40","12,00",
"Herbes del Moli","Curry - Herbes del Moli- Bote 30gr","1,00","1,60","1,60","2,95","2,95",
"Herbes del Moli","Eneldo- hojas - Herbes del Moli- 30 gr","2,00","1,43","2,86","1,45","2,90",
"Herbes del Moli","Especia mezcla ensaladas- Herbes del moli- bote 25gr","1,00","1,63","1,63","2,60","2,60",
"Herbes del Moli","Especia mezcla pescados- Herbes del moli- bote 25gr","1,00","1,90","1,90","1,93","1,45",
"Herbes del Moli","Espino blanco- flor y hoja - Herbes del Moli- 25 gr","1,00","1,02","1,02","1,30","1,30",
"Herbes del Moli","Frutas del bosque (sin teina)- 15 Piramides de 2g- Herbes del Moli","1,00","2,65","2,65","4,20","4,20",
"Herbes del Moli","Frutas sin teina-bolsa 60 gr- Herbes del Moli","1,00","2,42","2,42","4,20","4,20",
"Herbes del Moli","Garam Massala 25gr - Herbes del Moli -","1,00","1,63","1,63","2,60","2,60",
"Herbes del Moli","Harpagofito- Herbes del moli- bolsa raices (100gr)","2,00","2,87","5,74","4,60","9,20",
"Herbes del Moli","Hierbas provenzales- Herbes del Moli - bote 15 gr","1,00","1,43","1,43","1,91","1,91",
"Herbes del Moli","Hinojo- Herbes del moli- bolsa semillas (90gr)","3,00","1,64","4,92","2,60","7,80",
"Herbes del Moli","Lupulo- flor - Herbes del Moli- 10 gr","1,00","1,08","1,08","1,91","1,91",
"Herbes del Moli","Manzanilla con Anis- Herbes del Moli- 20 saquitos","6,00","1,55","9,30","2,55","15,30",
"Herbes del Moli","Manzanilla Dulce, flor - Herbes del Moli - 30 gr","6,00","1,45","8,70","2,30","13,80",
"Herbes del Moli","Manzanilla Mahon - Herbes del Moli - 40 gr","4,00","1,76","7,04","2,55","10,20",
"Herbes del Moli","Manzanilla- Herbes del moli- 20 saquitos","4,00","1,45","5,80","2,40","9,60",
"Herbes del Moli","Melisa- hojas - Herbes del Moli- 20 gr","1,00","1,12","1,12","1,65","1,65",
"Herbes del Moli","Menta poleo- Herbes del moli- 20 saquitos","4,00","1,45","5,80","2,30","9,20",
"Herbes del Moli","Nuez moscada molida- Herbes del moli- bote 40gr","1,00","2,80","2,80","4,46","4,46",
"Herbes del Moli","Oregano- Herbes del moli- bote 7gr","4,00","1,30","5,20","2,00","8,00",
"Herbes del Moli","Oregano- hojas- Herbes del Moli-  30 gr","1,00","1,41","1,41","2,25","2,25",
"Herbes del Moli","Ortiga verde planta cortada- Herbes del Moli-  25 gr","2,00","1,02","2,04","1,50","3,00",
"Herbes del Moli","Pasiflora Encarnata - bolsa  - Herbes del Moli - 35 gr","1,00","1,64","1,64","2,40","2,40",
"Herbes del Moli","Perejil- hojas - Herbes del Moli- 40 gr","1,00","1,88","1,88","2,80","2,80",
"Herbes del Moli","Pimenton Picante- Herbes del Moli- Bote 40gr","3,00","1,70","5,10","2,70","8,10",
"Herbes del Moli","Pimienta Negra molida- Herbes del Moli- Bote 38gr","3,00","1,80","5,40","2,85","8,55",
"Herbes del Moli","Ras el Hanout  25gr - Herbes del Moli -","1,00","1,63","1,63","2,60","2,60",
"Herbes del Moli","Regaliz- Herbes del moli- bolsa raices (90gr)","1,00","1,70","1,70","2,70","2,70",
"Herbes del Moli","Salvia- hojas- Herbes del Moli-  35 gr","1,00","1,49","1,49","2,40","2,40",
"Herbes del Moli","Te blanco- Herbes del Moli- 20 saquitos","3,00","1,45","4,35","2,30","6,90",
"Herbes del Moli","Te Earl Grey- Herbes del Moli- 70 gr","6,00","2,56","15,36","4,10","24,60",
"Herbes del Moli","Te Moruno -Herbes del Moli- 20 saquitos","2,00","1,70","3,40","2,65","5,30",
"Herbes del Moli","Te moruno- Herbes del Moli- 40 gr","1,00","1,88","1,88","3,00","3,00",
"Herbes del Moli","Te negro con canela- Herbes del Moli-70 gr","2,00","2,24","4,48","3,55","7,10",
"Herbes del Moli","Te negro- Herbes del moli-20 saquitos","7,00","1,45","10,15","2,30","16,10",
"Herbes del Moli","Te Rojo Frutas Silvestres- 15 Piramides de 2g- Herbes del moli","2,00","2,65","5,30","4,20","8,40",
"Herbes del Moli","Te rojo Pu erh - Herbes del Moli- 70 gr","1,00","4,88","4,88","7,80","7,80",
"Herbes del Moli","Te Rojo Pu erh- Herbes del Moli - 20 bolsitas.","2,00","2,10","4,20","2,35","4,70",
"Herbes del Moli","Te rooibos aromas citricos- Herbes del Moli- 70 gr","1,00","2,09","2,09","3,35","3,35",
"Herbes del Moli","Te Rooibos Naranja Chai- 15 Piramides de 2g- Herbes del moli","6,00","2,65","15,90","4,20","25,20",
"Herbes del Moli","Te rooibos- Herbes del moli- 20 saquitos","6,00","1,50","9,00","2,40","14,40",
"Herbes del Moli","Te verde con limon-Herbes del moli- 70 gr","2,00","2,06","4,12","3,30","6,60",
"Herbes del Moli","Te Verde con menta-Herbes del moli- 20 saquitos","3,00","1,70","5,10","2,45","7,35",
"Herbes del Moli","Te verde- Herbes del moli-20 saquitos","5,00","1,45","7,25","2,30","11,50",
"Herbes del Moli","Tila- Herbes del moli- 20 saquitos","1,00","1,70","1,70","2,65","2,65",
"Herbes del Moli","Tisana Antiestres- Herbes del Moli- 20 saquitos","1,00","1,70","1,70","2,65","2,65",
"Herbes del Moli","Tisana Depurat- Herbes del moli-20 saquitos","1,00","1,70","1,70","2,65","2,65",
"Herbes del Moli","Tisana Duermet- Herbes del moli-20 saquitos","4,00","1,65","6,60","2,65","10,60",
"Herbes del Moli","Tisana Respirt- Herbes del moli- 20 saquitos","4,00","1,65","6,60","2,65","10,60",
"Herbes del Moli","Tomillo hoja- Herbes del Moli- 50 gr","2,00","1,81","3,62","2,90","5,80",
,,,,"Total:274,74",,"Total:430,08",
"HUEVOS PEDAQUE","Huevos - Pedaque - Media Docena","421,04","1,64","690,51","2,48","1 035,81",
,,,,"Total:690,51",,"Total:1 035,81",
"Josenea","Champu pelo graso (salvia y rhassoul) JOSENEA- Irati - 250ml","1,00","8,07","8,07","13,15","13,15",
"Josenea","Crema panal JOSENEA- Irati - 75ml","1,00","7,49","7,49","10,10","10,10",
"Josenea","Desodorante aloe y hierbabuena JOSENEA-Irati - 50ml","2,00","5,18","10,36","9,10","18,20",
"Josenea","Desodorante salvia y lavanda (liquido) JOSENEA - Irati - 100ml","1,00","6,91","6,91","11,10","11,10",
,,,,"Total:32,83",,"Total:52,55",
"L'Olivateria","Aceitunas Alinadas Envinagradas - 225 gr- L'Olivateria","1,00","1,80","1,80","3,00","3,00",
"L'Olivateria","Aceitunas Alinadas Gazpachas - 225gr- L'Olivateria","7,00","1,80","12,60","3,00","21,00",
"L'Olivateria","Aceitunas Alinadas Gazpachas Picantes -Granel- precio kg L'Olivateria","2,95","7,00","20,65","12,00","32,13",
"L'Olivateria","Aceitunas Alinadas Indicas - 225gr- L'Olivateria","2,50","1,80","4,50","3,00","7,50",
"L'Olivateria","Aceitunas Alinadas Indicas - Granel- precio kg L'Olivateria","5,35","6,65","35,58","11,40","59,32",
"L'Olivateria","Aceitunas Alinadas Negras Naturales - 225gr- L'Olivateria","5,00","1,80","9,00","3,00","15,00",
"L'Olivateria","Aceitunas Citricas naranja y canela - Granel- precio kg L'Olivateria","4,63","6,51","30,11","11,20","51,80",
"L'Olivateria","Aceitunas Citricas naranja y canela -225 gr- L'Olivateria","4,00","1,80","7,20","3,00","12,00",
"L'Olivateria","Aceitunas Tradicionales con Ajo - 225gr- L'Olivateria","6,00","1,80","10,80","3,00","18,00",
"L'Olivateria","Aceitunas Tradicionales con Ajo -Granel- precio kg L'Olivateria","5,14","6,65","34,15","11,40","53,46",
"L'Olivateria","Aceitunas Tradicionales con hierbas - 225gr- L'Olivateria","5,00","1,80","9,00","3,00","15,00",
"L'Olivateria","Cebolla encurtida - 225gr - L'Olivateria","2,00","1,80","3,60","3,00","6,00",
"L'Olivateria","Coliflor encurtida - 225gr - L'Olivateria","7,00","1,80","12,60","3,00","21,00",
"L'Olivateria","DESCATALOGADAS Aceitunas Citricas al Limon - 225gr - L'Olivateria","5,00","1,80","9,00","3,00","15,00",
"L'Olivateria","DESCATALOGADO Aceitunas Alinadas Indicas - 2,5kg- L'Olivateria","1,00","17,50","17,50","28,60","24,31",
"L'Olivateria","Guindillas picantes - 200 gr- L'Olivateria","1,00","1,80","1,80","3,00","3,00",
,,,,"Total:219,88",,"Total:357,52",
"La Abeja Meli (APIARTE)","Miel brezo/roble - La abeja Meli- 500gr","3,00","5,10","15,30","7,65","22,95",
"La Abeja Meli (APIARTE)","Miel brezo/roble - La Abeja Meli-1 kilo","2,00","8,60","17,20","12,45","24,90",
"La Abeja Meli (APIARTE)","Miel Multifloral Aromatica- La abeja Meli- bote de 500gr","5,00","4,90","24,50","7,35","37,75",
"La Abeja Meli (APIARTE)","Miel multifloral aromatica- La Abeja Meli-1 kilo","1,00","8,30","8,30","12,10","12,10",
"La Abeja Meli (APIARTE)","Miel Multifloral Montana- La Abeja Meli- 500 gr","2,00","4,90","9,80","7,80","15,60",
"La Abeja Meli (APIARTE)","Miel romero- La Abeja Meli-1 kg","2,00","8,60","17,20","12,90","25,80",
,,,,"Total:92,30",,"Total:139,10",
"La Garbancita Ecologica","Cesta VEGETARIANA","1,00","31,82","31,82","35,00","35,00",
"La Garbancita Ecologica","Cesta VITALIDAD -fruta y verdura temporada - 5 kilos aprox","2,00","13,46","26,92","14,95","29,90",
"La Garbancita Ecologica","Piramide ADE -Alimentacion Deporte y Emociones","23,00","0,48","11,02","1,00","15,00",
"La Garbancita Ecologica","Piramide ADE Plastificada -La Garbancita","4,00","1,31","5,22","4,00","12,00",
"La Garbancita Ecologica","Procesado Pedidos","23,00","0,99","22,81","1,20","27,60",
